phase,run_phase,pair_id,triplet_id,target_dataset,hparam_id,seed,transfer_mode,freeze_policy,loaded_tensors,init_changed_tensors,train_changed_tensors,trainable_loaded_tensors,prefix_resolution,test_mrr20,baseline_test_mrr20,gain_vs_native,result_path
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_feature_encoder_group_router_init_s2,retail_rocket_to_beauty,,beauty,shared_5,2,feature_encoder_group_router_init,freeze_loaded,54,51,0,0,configured,0.0627,0.0669,-0.004199999999999995,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_feature_encoder_group_router_in_20260504_124124_505821_pid450796.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_feature_encoder_a12_router_init_s2,retail_rocket_to_beauty,,beauty,shared_5,2,feature_encoder_a12_router_init,freeze_loaded,102,75,0,0,configured,0.0627,0.0669,-0.004199999999999995,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_feature_encoder_a12_router_init_20260504_124129_717417_pid450830.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_full_model_init_s2,retail_rocket_to_beauty,,beauty,shared_5,2,full_model_init,freeze_loaded,198,158,0,0,,0.0684,0.0669,0.0015000000000000013,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_full_model_init_s2_20260504_124149_602007_pid450888.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_feature_encoder_group_router_init_s3,retail_rocket_to_beauty,,beauty,shared_5,3,feature_encoder_group_router_init,freeze_loaded,54,51,0,0,configured,0.0678,0.0667,0.0011000000000000038,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_feature_encoder_group_router_in_20260504_124230_352400_pid450972.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_feature_encoder_a12_router_init_s3,retail_rocket_to_beauty,,beauty,shared_5,3,feature_encoder_a12_router_init,freeze_loaded,102,75,0,0,configured,0.0678,0.0667,0.0011000000000000038,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_feature_encoder_a12_router_init_20260504_124230_111772_pid450973.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_5_full_model_init_s3,retail_rocket_to_beauty,,beauty,shared_5,3,full_model_init,freeze_loaded,198,158,0,0,,0.0475,0.0667,-0.019199999999999995,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_5_full_model_init_s3_20260504_124300_162241_pid451056.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init_s1,retail_rocket_to_beauty,,beauty,shared_6,1,feature_encoder_group_router_init,freeze_loaded,54,51,0,0,configured,0.0708,0.0668,0.0040000000000000036,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_in_20260504_124334_791664_pid451138.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_s1,retail_rocket_to_beauty,,beauty,shared_6,1,feature_encoder_a12_router_init,freeze_loaded,102,75,0,0,configured,0.0708,0.0668,0.0040000000000000036,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_20260504_124339_934668_pid451164.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_full_model_init_s1,retail_rocket_to_beauty,,beauty,shared_6,1,full_model_init,freeze_loaded,198,158,0,0,,0.0566,0.0668,-0.0102,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_full_model_init_s1_20260504_124409_473974_pid451239.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init_s2,retail_rocket_to_beauty,,beauty,shared_6,2,feature_encoder_group_router_init,freeze_loaded,54,51,0,0,configured,0.0688,0.056,0.012799999999999999,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_in_20260504_124414_594721_pid451280.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_s2,retail_rocket_to_beauty,,beauty,shared_6,2,feature_encoder_a12_router_init,freeze_loaded,102,75,0,0,configured,0.0688,0.056,0.012799999999999999,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_20260504_124520_565896_pid451387.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_full_model_init_s2,retail_rocket_to_beauty,,beauty,shared_6,2,full_model_init,freeze_loaded,198,158,0,0,,0.0518,0.056,-0.004200000000000002,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_full_model_init_s2_20260504_124519_972631_pid451388.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init_s3,retail_rocket_to_beauty,,beauty,shared_6,3,feature_encoder_group_router_init,freeze_loaded,54,51,0,0,configured,0.0557,0.0535,0.0022000000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_in_20260504_124619_581783_pid451489.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_s3,retail_rocket_to_beauty,,beauty,shared_6,3,feature_encoder_a12_router_init,freeze_loaded,102,75,0,0,configured,0.0557,0.0535,0.0022000000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_20260504_124624_650845_pid451515.json
freeze,AI502_P2_FREEZE_retail_rocket_to_beauty_shared_6_full_model_init_s3,retail_rocket_to_beauty,,beauty,shared_6,3,full_model_init,freeze_loaded,198,158,0,0,,0.0498,0.0535,-0.003700000000000002,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p2_freeze_retail_rocket_to_beauty_shared_6_full_model_init_s3_20260504_124630_017519_pid451549.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3366,0.3352,0.0014000000000000123,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_init_s1_20260503_202910_355156_pid402879.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_group_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,group_router_init,no_freeze,24,24,24,24,configured,0.3365,0.3352,0.0013000000000000234,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_group_router_init_s1_20260503_202909_522993_pid402880.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3369,0.3352,0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s_20260503_202909_800784_pid402881.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_all_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,all_router_init,no_freeze,72,48,24,72,configured,0.3365,0.3352,0.0013000000000000234,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_all_router_init_s1_20260503_202909_806759_pid402882.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3369,0.3352,0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s1_20260503_203530_025769_pid402956.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3369,0.3352,0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s1_20260503_203619_889114_pid402978.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_model_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,full_model_init,no_freeze,198,158,125,198,,0.3374,0.3352,0.0021999999999999797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_model_init_s1_20260503_203624_923313_pid402989.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3382,0.3352,0.0030000000000000027,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s1_20260503_203635_119579_pid403000.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3386,0.3374,0.0012000000000000344,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_init_s2_20260503_204240_771854_pid403036.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_group_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,group_router_init,no_freeze,24,24,24,24,configured,0.3362,0.3374,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_group_router_init_s2_20260503_204335_627913_pid403057.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.333,0.3374,-0.0043999999999999595,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s_20260503_204335_617174_pid403058.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_all_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,all_router_init,no_freeze,72,48,24,72,configured,0.3362,0.3374,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_all_router_init_s2_20260503_204410_767727_pid403096.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.333,0.3374,-0.0043999999999999595,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s2_20260503_204955_874209_pid403116.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.333,0.3374,-0.0043999999999999595,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s2_20260503_205040_837851_pid403136.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_model_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,full_model_init,no_freeze,198,158,125,198,,0.3313,0.3374,-0.006099999999999994,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_model_init_s2_20260503_205241_218488_pid403156.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,2,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3382,0.3374,0.0008000000000000229,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s2_20260503_205316_271182_pid403176.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,feature_encoder_init,no_freeze,30,27,24,30,configured,0.339,0.3394,-0.00039999999999995595,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_init_s3_20260503_205816_675332_pid403196.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_group_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,group_router_init,no_freeze,24,24,24,24,configured,0.3377,0.3394,-0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_group_router_init_s3_20260503_205856_113000_pid403218.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3338,0.3394,-0.005599999999999994,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_group_router_init_s_20260503_205901_238632_pid403229.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_all_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,all_router_init,no_freeze,72,48,24,72,configured,0.3377,0.3394,-0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_all_router_init_s3_20260503_205906_405741_pid403240.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3338,0.3394,-0.005599999999999994,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_router_init_s3_20260503_210346_947697_pid403276.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3338,0.3394,-0.005599999999999994,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_feature_encoder_a12_router_init_s3_20260503_210416_591487_pid403297.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_model_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,full_model_init,no_freeze,198,158,125,198,,0.3344,0.3394,-0.0050000000000000044,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_model_init_s3_20260503_210426_663213_pid403308.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s3,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_3,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.339,0.3394,-0.00039999999999995595,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_3_full_except_feature_router_init_s3_20260503_210552_048689_pid403336.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3396,0.336,0.003599999999999992,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_init_s1_20260503_210947_357755_pid403356.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_group_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,group_router_init,no_freeze,24,24,24,24,configured,0.3382,0.336,0.0021999999999999797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_group_router_init_s1_20260503_211027_364989_pid403376.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3361,0.336,9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_s_20260503_211102_405033_pid403396.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_all_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,all_router_init,no_freeze,72,48,24,72,configured,0.3382,0.336,0.0021999999999999797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_all_router_init_s1_20260503_211122_840180_pid403408.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3361,0.336,9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_router_init_s1_20260503_211617_550861_pid403436.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3361,0.336,9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_s1_20260503_211742_839280_pid403459.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_full_model_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,full_model_init,no_freeze,198,158,125,198,,0.3371,0.336,0.0010999999999999899,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_full_model_init_s1_20260503_211822_637840_pid403479.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_full_except_feature_router_init_s1,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3339,0.336,-0.0021000000000000463,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_full_except_feature_router_init_s1_20260503_211853_477451_pid403499.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3359,0.3384,-0.0025000000000000022,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_init_s2_20260503_212318_152982_pid403519.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_group_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,2,group_router_init,no_freeze,24,24,24,24,configured,0.3371,0.3384,-0.0012999999999999678,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_group_router_init_s2_20260503_212418_160842_pid403539.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.337,0.3384,-0.0013999999999999568,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_s_20260503_212448_385532_pid403559.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_all_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,2,all_router_init,no_freeze,72,48,24,72,configured,0.3371,0.3384,-0.0012999999999999678,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_all_router_init_s2_20260503_212518_313599_pid403579.json
init,AI502_P1_INIT_foursquare_to_kuairec_shared_4_feature_encoder_router_init_s2,foursquare_to_KuaiRec,,KuaiRecLargeStrictPosV2_0.2,shared_4,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.337,0.3384,-0.0013999999999999568,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_p1_init_foursquare_to_kuairec_shared_4_feature_encoder_router_init_s2_20260503_212933_389484_pid403599.json
