dataset,model_option,model_label,pair_id,combo_id,combo_rank,combo_source,hparam_id,architecture_id,lr_lo,lr_hi,params_json
foursquare,gru4rec,GRU4Rec,P032,C2,2,baseline2_stageA:foursquare:gru4rec:A009,A009,,0.00028366869980665836,0.0017020121988399499,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""num_layers"": 1, ""weight_decay"": 1e-06}"
foursquare,tisasrec,TiSASRec,P033,C1,1,baseline2_stageA:foursquare:tisasrec:A007,A007,,0.00020264994448555864,0.0008511297668393464,"{""dropout"": 0.2, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 256, ""weight_decay"": 0.0001}"
foursquare,tisasrec,TiSASRec,P033,C2,2,baseline_p14:foursquare:TiSASRec:H3,H3,,0.00020264994448555864,0.0008511297668393464,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_heads"": 4, ""num_layers"": 2, ""time_span"": 384, ""weight_decay"": 0.0002}"
foursquare,duorec,DuoRec,P034,C1,1,baseline_p14:foursquare:DuoRec:H2,H2,,0.00016269219403523946,0.0006507687761409578,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
foursquare,duorec,DuoRec,P034,C2,2,baseline_p14:foursquare:DuoRec:H1,H1,,0.00014642297463171553,0.0005856918985268621,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
foursquare,bsarec,BSARec,P035,C1,1,baseline_p14:foursquare:BSARec:H4,H4,,0.00018585190676987957,0.0011151114406192772,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
foursquare,bsarec,BSARec,P035,C2,2,baseline_p14:foursquare:BSARec:H3,H3,,0.00020650211863319952,0.001239012711799197,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
foursquare,fearec,FEARec,P036,C1,1,baseline_p14:foursquare:FEARec:H1,H1,,0.00017748239349298848,0.0007099295739719539,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
foursquare,fearec,FEARec,P036,C2,2,baseline_p14:foursquare:FEARec:H2,H2,,0.00015973415414368965,0.0006389366165747586,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
foursquare,difsr,DIFSR,P037,C1,1,baseline_p14:foursquare:DIFSR:H3,H3,,0.0001787269798696698,0.0010723618792180185,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,difsr,DIFSR,P037,C2,2,baseline_p14:foursquare:DIFSR:H4,H4,,0.0001302919683249893,0.0007817518099499356,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
foursquare,fame,FAME,P038,C1,1,baseline_p14:foursquare:FAME:H1,H1,,0.00018339847327608811,0.0007335938931043525,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
foursquare,fame,FAME,P038,C2,2,fallback_baseline:foursquare:fame:H3,H3,,0.00016505862594847932,0.0006602345037939173,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
foursquare,fdsa,FDSA,P039,C1,1,baseline_p14:foursquare:DIFSR:H3,H3,,0.00019049409439665053,0.0009524704719832527,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,fdsa,FDSA,P039,C2,2,baseline_p14:foursquare:DIFSR:H4,H4,,0.00013887019481515826,0.0006943509740757913,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
foursquare,featured_moe_n3,FeaturedMoE_N3,P040,C1,1,fmoe_p14:foursquare:A1:H2,H2,A1,0.00026030751045638315,0.0010412300418255326,"{""d_expert_hidden"": 160, ""d_feat_emb"": 12, ""d_ff"": 320, ""d_router_hidden"": 80, ""dropout"": 0.12, ""embedding_size"": 160, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 160, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 5e-07}"
foursquare,featured_moe_n3,FeaturedMoE_N3,P040,C2,2,fmoe_p14:foursquare:A1:H1,H1,A1,0.00023427675941074485,0.0009371070376429794,"{""d_expert_hidden"": 128, ""d_feat_emb"": 12, ""d_ff"": 256, ""d_router_hidden"": 64, ""dropout"": 0.15, ""embedding_size"": 128, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 128, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 1e-06}"
movielens1m,sasrec,SASRec,P041,C1,1,baseline2_stageA:movielens1m:sasrec:A017,A017,,0.000241522945769824,0.001449137674618944,"{""dropout"": 0.1, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 1e-06}"
movielens1m,sasrec,SASRec,P041,C2,2,baseline2_stageA:movielens1m:sasrec:A005,A005,,0.0002173706511928416,0.0013042239071570493,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 1e-06}"
movielens1m,gru4rec,GRU4Rec,P042,C1,1,baseline2_stageA:movielens1m:gru4rec:A009,A009,,0.00031518744422962035,0.0018911246653777218,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""num_layers"": 1, ""weight_decay"": 1e-06}"
movielens1m,gru4rec,GRU4Rec,P042,C2,2,baseline2_stageA:movielens1m:gru4rec:A006,A006,,0.0002553018298259925,0.001531810978955955,"{""dropout"": 0.3, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
movielens1m,tisasrec,TiSASRec,P043,C1,1,baseline2_stageA:movielens1m:tisasrec:A007,A007,,0.00020264994448555864,0.0008511297668393464,"{""dropout"": 0.2, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 256, ""weight_decay"": 0.0001}"
movielens1m,tisasrec,TiSASRec,P043,C2,2,baseline2_stageA:movielens1m:tisasrec:A018,A018,,0.00018238495003700277,0.0007660167901554118,"{""dropout"": 0.15, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 64, ""weight_decay"": 1e-05}"
movielens1m,duorec,DuoRec,P044,C1,1,fallback_baseline:movielens1m:duorec:H1,H1,,0.00016269219403523946,0.0006507687761409578,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
movielens1m,duorec,DuoRec,P044,C2,2,fallback_baseline:movielens1m:duorec:H2,H2,,0.00014642297463171553,0.0005856918985268621,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
movielens1m,bsarec,BSARec,P045,C1,1,fallback_baseline:movielens1m:bsarec:H4,H4,,0.00018585190676987957,0.0011151114406192772,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
movielens1m,bsarec,BSARec,P045,C2,2,fallback_baseline:movielens1m:bsarec:H3,H3,,0.00020650211863319952,0.001239012711799197,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
movielens1m,fearec,FEARec,P046,C1,1,fallback_baseline:movielens1m:fearec:H1,H1,,0.00017748239349298848,0.0007099295739719539,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
movielens1m,fearec,FEARec,P046,C2,2,fallback_baseline:movielens1m:fearec:H2,H2,,0.00015973415414368965,0.0006389366165747586,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
movielens1m,difsr,DIFSR,P047,C1,1,fallback_baseline:movielens1m:difsr:H3,H3,,0.0001787269798696698,0.0010723618792180185,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
movielens1m,difsr,DIFSR,P047,C2,2,fallback_baseline:movielens1m:difsr:H4,H4,,0.0001302919683249893,0.0007817518099499356,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
movielens1m,fame,FAME,P048,C1,1,fallback_baseline:movielens1m:fame:H1,H1,,0.00018339847327608811,0.0007335938931043525,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
movielens1m,fame,FAME,P048,C2,2,fallback_baseline:movielens1m:fame:H3,H3,,0.00016505862594847932,0.0006602345037939173,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
movielens1m,fdsa,FDSA,P049,C1,1,fallback_baseline:movielens1m:fdsa:H3,H3,,0.00019049409439665053,0.0009524704719832527,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
movielens1m,fdsa,FDSA,P049,C2,2,fallback_baseline:movielens1m:fdsa:H4,H4,,0.00013887019481515826,0.0006943509740757913,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
movielens1m,featured_moe_n3,FeaturedMoE_N3,P050,C1,1,fmoe_p14:movielens1m:A1:H3,H3,A1,0.00026030751045638315,0.0010412300418255326,"{""d_expert_hidden"": 160, ""d_feat_emb"": 12, ""d_ff"": 320, ""d_router_hidden"": 80, ""dropout"": 0.18, ""embedding_size"": 160, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 160, ""max_len"": 25, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 2e-06}"
movielens1m,featured_moe_n3,FeaturedMoE_N3,P050,C2,2,fmoe_p14:movielens1m:A1:H1,H1,A1,0.00023427675941074485,0.0009371070376429794,"{""d_expert_hidden"": 128, ""d_feat_emb"": 12, ""d_ff"": 256, ""d_router_hidden"": 64, ""dropout"": 0.15, ""embedding_size"": 128, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 128, ""max_len"": 25, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 1e-06}"
lastfm0.03,sasrec,SASRec,P051,C1,1,baseline2_stageA:lastfm0.03:sasrec:A017,A017,,0.00012909944487358058,0.0007745966692414833,"{""dropout"": 0.1, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 1e-06}"
lastfm0.03,sasrec,SASRec,P051,C2,2,baseline2_stageA:lastfm0.03:sasrec:A013,A013,,0.00010457055034760029,0.0006274233020856017,"{""dropout"": 0.1, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 1e-06}"
lastfm0.03,gru4rec,GRU4Rec,P052,C1,1,baseline2_stageA:lastfm0.03:gru4rec:A006,A006,,0.00015162729800402038,0.000909763788024122,"{""dropout"": 0.3, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
lastfm0.03,gru4rec,GRU4Rec,P052,C2,2,baseline2_stageA:lastfm0.03:gru4rec:A002,A002,,0.00013646456820361834,0.00081878740922171,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
lastfm0.03,tisasrec,TiSASRec,P053,C1,1,baseline2_stageA:lastfm0.03:tisasrec:A017,A017,,0.00010832095167338854,0.0004549479970282319,"{""dropout"": 0.1, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 1024, ""weight_decay"": 1e-06}"
lastfm0.03,tisasrec,TiSASRec,P053,C2,2,baseline2_stageA:lastfm0.03:tisasrec:A001,A001,,9.748885650604968e-05,0.0004094531973254087,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 256, ""weight_decay"": 1e-06}"
lastfm0.03,duorec,DuoRec,P054,C1,1,baseline_p14:lastfm0.03:DuoRec:H2,H2,,8.696263565463044e-05,0.00034785054261852176,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
lastfm0.03,duorec,DuoRec,P054,C2,2,baseline_p14:lastfm0.03:DuoRec:H1,H1,,7.826637208916739e-05,0.00031306548835666957,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
lastfm0.03,bsarec,BSARec,P055,C1,1,baseline_p14:lastfm0.03:BSARec:H3,H3,,0.00012264447262990154,0.0007358668357794092,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
lastfm0.03,bsarec,BSARec,P055,C2,2,baseline_p14:lastfm0.03:BSARec:H4,H4,,8.940782054719823e-05,0.0005364469232831893,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
lastfm0.03,fearec,FEARec,P056,C1,1,baseline_p14:lastfm0.03:FEARec:H2,H2,,9.486832980505138e-05,0.0003794733192202055,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
lastfm0.03,fearec,FEARec,P056,C2,2,baseline_p14:lastfm0.03:FEARec:H1,H1,,8.538149682454624e-05,0.00034152598729818496,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
lastfm0.03,difsr,DIFSR,P057,C1,1,baseline_p14:lastfm0.03:DIFSR:H3,H3,,9.553358920644963e-05,0.0005732015352386977,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
lastfm0.03,difsr,DIFSR,P057,C2,2,baseline_p14:lastfm0.03:DIFSR:H4,H4,,6.964398653150179e-05,0.0004178639191890107,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
lastfm0.03,fame,FAME,P058,C1,1,baseline_p14:lastfm0.03:FAME:H3,H3,,9.803060746521976e-05,0.00039212242986087905,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
lastfm0.03,fame,FAME,P058,C2,2,baseline_p14:lastfm0.03:FAME:H1,H1,,8.822754671869779e-05,0.00035291018687479115,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
lastfm0.03,fdsa,FDSA,P059,C1,1,baseline_p14:lastfm0.03:DIFSR:H3,H3,,0.00010182337649086284,0.0005091168824543143,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
lastfm0.03,fdsa,FDSA,P059,C2,2,baseline_p14:lastfm0.03:DIFSR:H4,H4,,7.422924146183902e-05,0.00037114620730919513,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
lastfm0.03,featured_moe_n3,FeaturedMoE_N3,P060,C1,1,fmoe_p14:lastfm0.03:A11:H3,H3,A11,0.0001391402170474087,0.0005565608681896348,"{""d_expert_hidden"": 160, ""d_feat_emb"": 12, ""d_ff"": 320, ""d_router_hidden"": 80, ""dropout"": 0.18, ""embedding_size"": 160, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A11"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 160, ""max_len"": 30, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 2e-06}"
lastfm0.03,featured_moe_n3,FeaturedMoE_N3,P060,C2,2,fmoe_p14:lastfm0.03:A11:H7,H7,A11,0.00012522619534266783,0.0005009047813706713,"{""d_expert_hidden"": 160, ""d_feat_emb"": 12, ""d_ff"": 320, ""d_router_hidden"": 80, ""dropout"": 0.15, ""embedding_size"": 160, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A11"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 160, ""max_len"": 30, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 1e-06}"
