phase,pair_id,triplet_id,comparison_role,source_dataset,target_dataset,hparam_id,seed,transfer_mode,policy,valid_mrr20,test_mrr20,baseline_test_mrr20,gain_mrr20,test_ndcg20,test_recall20,test_hit10,epochs_run,early_stopped,avg_epoch_time_sec,loaded_tensors,init_changed_tensors,train_changed_tensors,loaded_lr_scale,loaded_lr,route_entropy_macro,route_neff_macro,route_top1_macro,route_knn_js_macro,group_knn_js_macro,result_path
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,4,feature_encoder_a12_router_init,std,0.0183,0.3375,0.3372,0.00030000000000002247,0.3454,0.3751,0.3516,23,True,17.060587302498195,102,75,48,1.0,,1.1309637817532545,2.7111375626448613,0.9652989356229968,0.005038694505454405,0.009750121319147478,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_feature__20260506_013704_506584_pid521402.json
multihop_bridge,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,beauty,retail_rocket,shared_3,4,full_model_init,std,0.3745,0.3691,0.3686,0.0005000000000000004,0.4292,0.6318,0.5598,16,True,46.91064964234829,198,158,125,1.0,,1.2758380151881088,3.9785030331041242,0.7335344015080113,0.0019976035080811463,0.004117625832469309,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/retail_rocket_FeaturedMoE_N3_ai502_real_bridge_beauty_to_retail_rocket_to_kuairec_shared_3_full_model_init_st_20260506_014404_560406_pid521441.json
multihop,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,beauty,KuaiRecLargeStrictPosV2_0.2,shared_3,4,full_model_init,std,0.0181,0.3401,0.3372,0.0029000000000000137,0.3487,0.3796,0.3628,22,True,16.282221252268013,198,158,125,1.0,,1.2338668768300163,3.3439780369026755,0.7088592569144937,0.005089207900255263,0.012783701946545274,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_full_mod_20260506_014415_564957_pid521452.json
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,4,full_model_init,std,0.0175,0.3371,0.3372,-9.999999999998899e-05,0.3426,0.3628,0.3483,23,True,16.284539326377537,198,158,125,1.0,,0.9491652714853797,2.131408259980438,0.9749535076959601,0.007576833966460423,0.01442080833258442,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_full_mod_20260506_014420_197184_pid521462.json
multihop_bridge,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,beauty,retail_rocket,shared_3,4,feature_encoder_a12_router_init,loaded_lr_0.35,0.3707,0.3701,0.3686,0.0015000000000000013,0.4296,0.6296,0.5623,17,True,45.66478776931763,102,75,48,0.35,0.000199381,1.3020405523484135,3.9708324960776196,0.7338862708136977,0.0014300697915990588,0.0029202451345388585,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/retail_rocket_FeaturedMoE_N3_ai502_real_bridge_beauty_to_retail_rocket_to_kuairec_shared_3_feature_encoder_a1_20260506_015105_140796_pid521512.json
multihop,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,beauty,KuaiRecLargeStrictPosV2_0.2,shared_3,4,feature_encoder_a12_router_init,loaded_lr_0.35,0.0193,0.3347,0.3372,-0.0025000000000000022,0.3405,0.3617,0.346,35,True,22.29340453829084,102,75,48,0.35,0.00019166,1.2156750626904207,3.2072346421232356,0.8027539271158944,0.0041525939697195854,0.01148525732999258,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_feature__20260506_015115_199209_pid521523.json
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,4,feature_encoder_a12_router_init,loaded_lr_0.35,0.0184,0.3382,0.3372,0.0010000000000000009,0.3472,0.3807,0.3561,23,True,18.396202367285024,102,75,48,0.35,0.00019166,1.1916588818848177,2.9939009221959823,0.9638349226447197,0.002373462746776353,0.004903255649620072,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_feature__20260506_015130_152989_pid521540.json
multihop_bridge,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,beauty,retail_rocket,shared_3,4,full_model_init,loaded_lr_0.35,0.3676,0.3636,0.3686,-0.0050000000000000044,0.4236,0.6258,0.5564,20,True,46.43282692432403,198,158,125,0.35,0.000199381,1.3121352816721645,3.993164320035492,0.7328809299403078,0.0013513389817425903,0.0027374171212127775,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/retail_rocket_FeaturedMoE_N3_ai502_real_bridge_beauty_to_retail_rocket_to_kuairec_shared_3_full_model_init_lo_20260506_015905_513344_pid521594.json
multihop,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,beauty,KuaiRecLargeStrictPosV2_0.2,shared_3,4,full_model_init,loaded_lr_0.35,0.0186,0.3296,0.3372,-0.007599999999999996,0.3398,0.3763,0.3561,27,True,18.117628088703864,198,158,125,0.35,0.00019166,1.2955360278261385,3.5403713089909647,0.8014877537292763,0.0025941725286901867,0.006850004400584179,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_full_mod_20260506_015915_672632_pid521605.json
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,4,full_model_init,loaded_lr_0.35,0.0178,0.3322,0.3372,-0.0050000000000000044,0.339,0.3628,0.3471,37,True,16.50137432845863,198,158,125,0.35,0.00019166,0.9745007177867685,2.2020772657054803,0.9729751117793692,0.006914641932781576,0.013617698721764394,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_full_mod_20260506_020501_006206_pid521634.json
multihop_bridge,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,beauty,retail_rocket,shared_3,5,feature_encoder_a12_router_init,std,0.3717,0.3686,0.368,0.0005999999999999894,0.4273,0.6249,0.5559,19,True,46.84539587874161,102,75,48,1.0,,1.3620006676091738,3.9981454868210293,0.7951492302858938,0.0012139939075491886,0.0027793061300239535,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/retail_rocket_FeaturedMoE_N3_ai502_real_bridge_beauty_to_retail_rocket_to_kuairec_shared_3_feature_encoder_a1_20260506_020631_025910_pid521670.json
multihop,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,beauty,KuaiRecLargeStrictPosV2_0.2,shared_3,5,feature_encoder_a12_router_init,std,0.0191,0.3255,0.3383,-0.012799999999999978,0.3363,0.3751,0.3527,36,True,16.47663317124049,102,75,48,1.0,,1.1827536272652632,3.3384528121033625,0.4367111146282594,0.008641961711786515,0.023332817685982266,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_feature__20260506_020806_262202_pid521690.json
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,5,feature_encoder_a12_router_init,std,0.0185,0.3429,0.3383,0.004599999999999993,0.3518,0.3852,0.3583,15,True,16.92752372423808,102,75,48,1.0,,1.2801046942389112,3.431487011057235,0.9215368179480078,0.0016690054836529396,0.0034139903827066524,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_feature__20260506_021551_566113_pid524367.json
multihop_bridge,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,beauty,retail_rocket,shared_3,5,full_model_init,std,0.3719,0.3712,0.368,0.0031999999999999806,0.4308,0.6316,0.5613,17,True,44.973438767825854,198,158,125,1.0,,1.3662931246072887,3.991570155992084,0.7490166509582156,0.0006000050257275598,0.0010499317417151845,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/retail_rocket_FeaturedMoE_N3_ai502_real_bridge_beauty_to_retail_rocket_to_kuairec_shared_3_full_model_init_st_20260506_021706_910120_pid524777.json
multihop,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,beauty,KuaiRecLargeStrictPosV2_0.2,shared_3,5,full_model_init,std,0.02,0.3298,0.3383,-0.008500000000000008,0.3385,0.3707,0.346,25,True,16.590520849227904,198,158,125,1.0,,,,,,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_full_mod_20260506_021841_880027_pid525153.json
multihop,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,retail_rocket,KuaiRecLargeStrictPosV2_0.2,shared_3,5,full_model_init,std,0.018,0.3376,0.3383,-0.0006999999999999784,0.3457,0.3751,0.3583,23,True,17.197351258734,198,158,125,1.0,,,,,,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_mh_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_full_mod_20260506_022047_028007_pid525357.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_init,std,0.0934,0.0735,0.0697,0.003799999999999998,0.0962,0.1748,0.1375,56,True,1.925917659487043,30,27,24,1.0,,1.3299371693700952,3.9896745878098785,0.7670964125560538,0.001262753393851589,0.0027424331392017468,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_init_std_s1_20260505_041940_014396_pid498987.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,group_router_init,std,0.088,0.07,0.0697,0.0003000000000000086,0.0944,0.1777,0.149,49,True,1.8835706467531166,24,24,24,1.0,,1.3603177605188481,3.992239302836495,0.7623318385650224,0.0008671549898965887,0.001817821184889171,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_group_router_init_std_s1_20260505_041939_982859_pid498988.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_group_router_init,std,0.0929,0.0733,0.0697,0.003600000000000006,0.0992,0.1891,0.149,52,True,2.039512024475978,54,51,48,1.0,,1.3641174042705997,3.992826950294859,0.7668161434977578,0.0005574363745760879,0.000821408472563091,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init__20260505_041940_255754_pid498989.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_a12_router_init,std,0.0929,0.0733,0.0697,0.003600000000000006,0.0992,0.1891,0.149,52,True,1.9255226850509644,102,75,48,1.0,,1.3641174042705997,3.992826950294859,0.7668161434977578,0.0005574363745760879,0.000821408472563091,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_st_20260505_041940_207171_pid498990.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_except_feature_router_init,std,0.0761,0.0605,0.0697,-0.0092,0.0867,0.1777,0.1347,41,True,1.9526957942218315,96,83,77,1.0,,1.3456752075742713,3.994773074476069,0.7668161434977578,0.0007432090798823647,0.0014370967302786296,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_st_20260505_042134_920594_pid499214.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_model_init,std,0.0818,0.0633,0.0697,-0.006400000000000003,0.0915,0.1891,0.1404,43,True,1.9164882316145786,198,158,125,1.0,,1.3523428194191425,3.985921991258026,0.7668161434977578,0.0008715890241011478,0.001270114163462625,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_model_init_std_s1_20260505_042139_930684_pid499244.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_init,loaded_lr_0.35,0.0917,0.0771,0.0697,0.007400000000000004,0.0956,0.1605,0.1289,69,True,1.8881283566571665,30,27,24,0.35,0.00019852,1.331640132339546,3.9919704773587616,0.7715807174887892,0.0012264871521239457,0.002806885866076942,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_init_loaded_lr_0_3_20260505_042150_158928_pid499301.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,group_router_init,loaded_lr_0.35,0.0872,0.0695,0.0697,-0.00019999999999999185,0.0945,0.1805,0.1461,49,True,1.9104848297274843,24,24,24,0.35,0.00019852,1.36527282988544,3.992775637075956,0.7623318385650224,0.0007093033532016395,0.0015024871014331896,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_group_router_init_loaded_lr_0_35_s_20260505_042150_072599_pid499302.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_group_router_init,loaded_lr_0.35,0.0893,0.0681,0.0697,-0.0016000000000000042,0.0958,0.192,0.1404,51,True,2.060824422275319,54,51,48,0.35,0.00019852,1.374336687438691,3.9963945491376074,0.7642937219730942,0.00032494650883347606,0.00046053345788989153,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init__20260505_042314_996005_pid499458.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_a12_router_init,loaded_lr_0.35,0.0893,0.0681,0.0697,-0.0016000000000000042,0.0958,0.192,0.1404,51,True,1.9788798865150004,102,75,48,0.35,0.00019852,1.374336687438691,3.9963945491376074,0.7642937219730942,0.00032494650883347606,0.00046053345788989153,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_lo_20260505_042325_285283_pid499524.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_except_feature_router_init,loaded_lr_0.35,0.0801,0.0721,0.0697,0.0023999999999999994,0.0919,0.1605,0.1289,55,True,2.1616284413771196,96,83,77,0.35,0.00019852,1.350549809066704,3.9967125276993363,0.7668161434977578,0.0006539052563230767,0.0013848803402704483,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_lo_20260505_042345_196315_pid499591.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_model_init,loaded_lr_0.35,0.0591,0.0504,0.0697,-0.019299999999999998,0.0848,0.2063,0.1461,26,True,1.963730161006634,198,158,125,0.35,0.00019852,1.3796156810538116,3.9998645828316777,0.7642937219730942,0.00019713509025756252,0.00029594979384108976,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_model_init_loaded_lr_0_35_s1_20260505_042420_206136_pid499685.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,feature_encoder_a12_router_init,global_lr_0.5,0.0757,0.0651,0.0697,-0.004599999999999993,0.0892,0.1691,0.1375,57,True,1.9397307195161517,102,75,48,1.0,,1.3763946396353,3.9984370618908476,0.7668161434977578,0.0002779062284807269,0.0004030607248607435,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_gl_20260505_042520_081494_pid499794.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_except_feature_router_init,global_lr_0.5,0.0618,0.0585,0.0697,-0.011199999999999995,0.0855,0.1777,0.1404,54,True,1.9898003383919045,96,83,77,1.0,,1.3589539121619254,3.9908200664517577,0.7668161434977578,0.0005266880304619456,0.0011031820158068641,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_gl_20260505_042525_145833_pid499823.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,1,full_model_init,global_lr_0.5,0.0672,0.0623,0.0697,-0.007399999999999997,0.0919,0.1948,0.1404,52,True,1.9386995572310228,198,158,125,1.0,,1.3670520183751402,3.993976141673987,0.7668161434977578,0.0005082084041273004,0.0007526063771719377,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_full_model_init_global_lr_0_5_s1_20260505_042530_464249_pid499857.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,2,feature_encoder_init,std,0.0942,0.088,0.073,0.015,0.1095,0.1862,0.1347,60,True,1.8919694503148397,30,27,24,1.0,,1.3548136484462585,3.995161670754767,0.7623318385650224,0.0009522523606222782,0.0022000295883920964,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_init_std_s2_20260505_042605_431823_pid499919.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,2,group_router_init,std,0.0878,0.0795,0.073,0.006500000000000006,0.1046,0.192,0.1519,47,True,2.0317180461071906,24,24,24,1.0,,1.3709277507970152,3.996455475242638,0.7623318385650224,0.0006486702193483782,0.0008006270921401431,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_group_router_init_std_s2_20260505_042730_203956_pid500073.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,2,feature_encoder_group_router_init,std,0.0932,0.0729,0.073,-9.999999999998899e-05,0.094,0.1662,0.1404,63,True,1.9227013701484317,54,51,48,1.0,,1.3297444843925168,3.995016116659541,0.7623318385650224,0.0014125017458171936,0.0021632825643822335,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init__20260505_042730_199076_pid500074.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_3,2,feature_encoder_a12_router_init,std,0.0932,0.0729,0.073,-9.999999999998899e-05,0.094,0.1662,0.1404,63,True,1.9108099596840995,102,75,48,1.0,,1.3297444843925168,3.995016116659541,0.7623318385650224,0.0014125017458171936,0.0021632825643822335,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_st_20260505_042735_536579_pid500110.json
