phase,pair_id,triplet_id,comparison_role,source_dataset,target_dataset,hparam_id,seed,transfer_mode,policy,valid_mrr20,test_mrr20,baseline_test_mrr20,gain_mrr20,test_ndcg20,test_recall20,test_hit10,epochs_run,early_stopped,avg_epoch_time_sec,loaded_tensors,init_changed_tensors,train_changed_tensors,loaded_lr_scale,loaded_lr,route_entropy_macro,route_neff_macro,route_top1_macro,route_knn_js_macro,group_knn_js_macro,result_path
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,feature_encoder_a12_router_init,std,0.0889,0.075,0.0668,0.008199999999999999,0.0977,0.1748,0.1404,45,True,2.019121085272895,102,75,48,1.0,,1.3270039419679966,3.994731222838225,0.7594901634801884,0.0023476499499696674,0.005939337863115983,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_st_20260505_045527_318247_pid504420.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_except_feature_router_init,std,0.0595,0.0482,0.0668,-0.0186,0.0807,0.192,0.1461,30,True,2.092151236534119,96,83,77,1.0,,1.3703163423905513,3.9778238641226813,0.7569963978941535,0.0004715004986362974,0.0007150764837029257,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_st_20260505_045607_568424_pid504476.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_model_init,std,0.0726,0.0645,0.0668,-0.0022999999999999965,0.087,0.1662,0.1261,49,True,2.074192236880867,198,158,125,1.0,,1.3088855822682877,3.9951925904740992,0.7594901634801884,0.0032046879307505048,0.008175134777642513,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_std_s1_20260505_045622_519701_pid504573.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,feature_encoder_init,loaded_lr_0.35,0.0789,0.0735,0.0668,0.006699999999999998,0.0912,0.1519,0.1318,51,True,2.085661822674321,30,27,24,0.35,0.00019852,1.3606681538341645,3.9966282679733696,0.770019395954558,0.00092766881939707,0.003993821248673556,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_loaded_lr_0_3_20260505_045657_614684_pid504629.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,group_router_init,loaded_lr_0.35,0.0854,0.0723,0.0668,0.005500000000000005,0.0985,0.1891,0.1404,38,True,2.038071350047463,24,24,24,0.35,0.00019852,1.3755300875415628,3.975664799160659,0.7916320310335273,0.00046090593938812307,0.0008778523956759693,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_loaded_lr_0_35_s_20260505_045717_457099_pid504696.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,feature_encoder_group_router_init,loaded_lr_0.35,0.0866,0.0681,0.0668,0.0012999999999999956,0.0925,0.1748,0.1547,41,True,2.0495574648787334,54,51,48,0.35,0.00019852,1.3533926414432669,3.9885122246908242,0.7569963978941535,0.001230146516072883,0.0035031942897246027,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_045732_632716_pid504778.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,feature_encoder_a12_router_init,loaded_lr_0.35,0.0866,0.0681,0.0668,0.0012999999999999956,0.0925,0.1748,0.1547,41,True,2.185736888792457,102,75,48,0.35,0.00019852,1.3533926414432669,3.9885122246908242,0.7569963978941535,0.001230146516072883,0.0035031942897246027,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_lo_20260505_045822_411036_pid504879.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_except_feature_router_init,loaded_lr_0.35,0.0572,0.0479,0.0668,-0.0189,0.0774,0.1805,0.1289,35,True,2.082429449898856,96,83,77,0.35,0.00019852,1.3586939227452204,3.8699057632297253,0.7569963978941535,0.0004389130612879849,0.0007080626354643413,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_lo_20260505_045857_742633_pid504936.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_model_init,loaded_lr_0.35,0.0677,0.0573,0.0668,-0.009500000000000001,0.0795,0.1547,0.1289,49,True,2.0072606826315122,198,158,125,0.35,0.00019852,1.3545596999255334,3.997857288554985,0.7569963978941535,0.0012331303607143664,0.0034642514477125955,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_loaded_lr_0_35_s1_20260505_045902_496195_pid504961.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,feature_encoder_a12_router_init,global_lr_0.5,0.0901,0.0806,0.0668,0.013800000000000007,0.1039,0.1862,0.1404,75,True,2.0206123320261637,102,75,48,1.0,,1.328862495454073,3.9983794105058053,0.7569963978941535,0.0023023131551544824,0.005873743830875537,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_gl_20260505_045917_589222_pid505037.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_except_feature_router_init,global_lr_0.5,0.0681,0.0517,0.0668,-0.015099999999999995,0.0814,0.1834,0.1318,55,True,2.097673533179543,96,83,77,1.0,,1.3692655026929206,3.9945433768563987,0.7569963978941535,0.0005453512238923823,0.0007697831500660288,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_gl_20260505_050012_641103_pid505135.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,1,full_model_init,global_lr_0.5,0.067,0.0542,0.0668,-0.0126,0.0848,0.1891,0.1433,45,True,2.0357748720380995,198,158,125,1.0,,1.3482891620774453,3.9844741218541806,0.7569963978941535,0.0014196906173438357,0.003947133427126366,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_global_lr_0_5_s1_20260505_050032_945333_pid505222.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_init,std,0.0738,0.0618,0.056,0.0058,0.0856,0.1719,0.1089,43,True,2.055775281994842,30,27,24,1.0,,1.3676261278228041,3.9880519245900157,0.7860903297312275,0.000400830398906361,0.0006534086697789852,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_std_s2_20260505_050102_690279_pid505276.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,group_router_init,std,0.0648,0.0582,0.056,0.0022000000000000006,0.0858,0.1834,0.1289,36,True,2.063943942387899,24,24,24,1.0,,1.354426433915212,3.898586469799531,0.970074812967581,0.00047209645002082207,0.0018131517028314266,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_std_s2_20260505_050207_786051_pid505379.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_group_router_init,std,0.0802,0.0658,0.056,0.009799999999999996,0.087,0.1633,0.1261,56,True,2.0131810137203763,54,51,48,1.0,,1.3231382806005818,3.998695798908971,0.7569963978941535,0.002155657780417605,0.0049615576031485625,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_050227_647232_pid505480.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_a12_router_init,std,0.0802,0.0658,0.056,0.009799999999999996,0.087,0.1633,0.1261,56,True,1.9977407157421112,102,75,48,1.0,,1.3231382806005818,3.998695798908971,0.7569963978941535,0.002155657780417605,0.0049615576031485625,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_st_20260505_050227_793872_pid505481.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_except_feature_router_init,std,0.0564,0.0508,0.056,-0.005200000000000003,0.0811,0.1862,0.1347,34,True,2.03844513612635,96,83,77,1.0,,1.3461972239540039,3.8346874868217884,0.9758935993349959,0.000776745200727545,0.0023686068289968196,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_st_20260505_050253_061207_pid505566.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_model_init,std,0.0662,0.0575,0.056,0.0015000000000000013,0.0902,0.2034,0.1519,32,True,2.0453307703137398,198,158,125,1.0,,1.3559041307321973,3.966763503597515,0.7592130784150735,0.0009011303979243958,0.0020698089823958593,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_std_s2_20260505_050342_834434_pid505669.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_init,loaded_lr_0.35,0.075,0.0583,0.056,0.0022999999999999965,0.0862,0.1862,0.1175,40,True,2.0350926399230955,30,27,24,0.35,0.00019852,1.3745719252216682,3.9840090768792007,0.7594901634801884,0.0002582015223100045,0.0004247142509980635,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_loaded_lr_0_3_20260505_050422_873048_pid505768.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,group_router_init,loaded_lr_0.35,0.0651,0.058,0.056,0.0020000000000000018,0.0857,0.1834,0.1289,36,True,2.018132461441888,24,24,24,0.35,0.00019852,1.3557550351551677,3.892054807740489,0.9794957051814908,0.0004159195476361629,0.001668587754788011,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_loaded_lr_0_35_s_20260505_050442_836330_pid505823.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_group_router_init,loaded_lr_0.35,0.0818,0.0671,0.056,0.011100000000000006,0.0862,0.1547,0.1089,57,True,2.044590192928649,54,51,48,0.35,0.00019852,1.357468146041147,3.998524256813634,0.7569963978941535,0.0010216850222963276,0.00249554953601752,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_050443_028345_pid505824.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_a12_router_init,loaded_lr_0.35,0.0818,0.0671,0.056,0.011100000000000006,0.0862,0.1547,0.1089,57,True,2.0080541142246178,102,75,48,0.35,0.00019852,1.357468146041147,3.998524256813634,0.7569963978941535,0.0010216850222963276,0.00249554953601752,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_lo_20260505_050507_866341_pid505909.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_except_feature_router_init,loaded_lr_0.35,0.0581,0.0431,0.056,-0.012900000000000002,0.0738,0.1805,0.1347,38,True,2.031695987048902,96,83,77,0.35,0.00019852,1.320546019932807,3.6140248726237965,0.9800498753117207,0.0006763279152829111,0.002121206450215177,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_lo_20260505_050602_976471_pid506012.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_model_init,loaded_lr_0.35,0.0635,0.0597,0.056,0.003700000000000002,0.0912,0.2006,0.1519,40,True,1.9888127386569976,198,158,125,0.35,0.00019852,1.3653459937396093,3.9700619957770273,0.7605985037406484,0.0006455970152713465,0.0015492834257737303,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_loaded_lr_0_35_s2_20260505_050617_936474_pid506079.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,feature_encoder_a12_router_init,global_lr_0.5,0.0577,0.0459,0.056,-0.010099999999999998,0.0728,0.1662,0.1232,36,True,2.108821974860297,102,75,48,1.0,,1.368569948825852,3.9947136263887235,0.7622610141313383,0.0006700819283961489,0.00168293038386097,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_gl_20260505_050658_143442_pid506165.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_except_feature_router_init,global_lr_0.5,0.0542,0.0458,0.056,-0.0102,0.0766,0.1834,0.1404,43,True,2.07647351331489,96,83,77,1.0,,1.352492250277085,3.8362377229454343,0.9770019395954558,0.0005869698106196889,0.0017709217763593511,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_gl_20260505_050723_079631_pid506262.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,2,full_model_init,global_lr_0.5,0.0605,0.0602,0.056,0.004199999999999995,0.0913,0.1977,0.1691,44,True,2.0493103211576287,198,158,125,1.0,,1.3603055620497368,3.9627435569635576,0.7592130784150735,0.0007574858182545104,0.0017657238853415042,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_global_lr_0_5_s2_20260505_050743_169276_pid506316.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_init,std,0.0711,0.0579,0.0535,0.004400000000000001,0.089,0.1948,0.1461,31,True,2.1062436796003774,30,27,24,1.0,,1.3740320964082848,3.9819760761723204,0.7614297589359933,0.0004147066358934369,0.0016352085120369944,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_std_s3_20260505_050758_389692_pid506368.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,group_router_init,std,0.0655,0.0548,0.0535,0.0013000000000000025,0.0827,0.1777,0.1404,30,True,2.060690490404765,24,24,24,1.0,,1.3701764469035744,3.967378856037104,0.8894430590191189,0.0003419356863274339,0.0008086049052897062,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_std_s3_20260505_050838_195899_pid506467.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_group_router_init,std,0.0722,0.0577,0.0535,0.004200000000000002,0.0886,0.1948,0.1519,31,True,2.0836781455624487,54,51,48,1.0,,1.364450067323012,3.994316083063658,0.7569963978941535,0.0007430324524023126,0.0014593060554689958,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_050913_011678_pid506533.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_a12_router_init,std,0.0722,0.0577,0.0535,0.004200000000000002,0.0886,0.1948,0.1519,31,True,2.0685189308658725,102,75,48,1.0,,1.364450067323012,3.994316083063658,0.7569963978941535,0.0007430324524023126,0.0014593060554689958,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_st_20260505_050923_124441_pid506604.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_except_feature_router_init,std,0.059,0.0525,0.0535,-0.0010000000000000009,0.0774,0.1605,0.1375,28,True,2.098789232117789,96,83,77,1.0,,1.3730042569357854,3.944487756892714,0.8719866999168745,0.0002752405129361191,0.0006205483058993325,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_st_20260505_050933_324291_pid506655.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_model_init,std,0.0852,0.0747,0.0535,0.021200000000000004,0.0921,0.1519,0.1261,44,True,2.5284307924183933,198,158,125,1.0,,1.3327929633381823,3.9859664994959694,0.7569963978941535,0.0018709873278555497,0.0027334414648287225,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_std_s3_20260505_050958_223452_pid506724.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_init,loaded_lr_0.35,0.0704,0.0577,0.0535,0.004200000000000002,0.0883,0.192,0.1461,31,True,2.170028201995357,30,27,24,0.35,0.00019852,1.374303228473954,3.97503510126175,0.7628151842615682,0.00038021149342520194,0.0014958459188778434,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_loaded_lr_0_3_20260505_051038_243600_pid506824.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,group_router_init,loaded_lr_0.35,0.0654,0.0548,0.0535,0.0013000000000000025,0.0822,0.1748,0.1404,30,True,2.075604955355326,24,24,24,0.35,0.00019852,1.3710212316431145,3.966045208598243,0.9035743973399833,0.0003186721693385731,0.0007367404073809512,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_loaded_lr_0_35_s_20260505_051048_169566_pid506876.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_group_router_init,loaded_lr_0.35,0.0722,0.0562,0.0535,0.002700000000000001,0.0868,0.192,0.149,31,True,2.0660753634668167,54,51,48,0.35,0.00019852,1.3711519270400387,3.9965206872726498,0.7569963978941535,0.0005618674618205385,0.0011124799126072935,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_051053_356574_pid506902.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_a12_router_init,loaded_lr_0.35,0.0722,0.0562,0.0535,0.002700000000000001,0.0868,0.192,0.149,31,True,2.1244965445610786,102,75,48,0.35,0.00019852,1.3711519270400387,3.9965206872726498,0.7569963978941535,0.0005618674618205385,0.0011124799126072935,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_lo_20260505_051207_965878_pid507033.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_except_feature_router_init,loaded_lr_0.35,0.0566,0.0616,0.0535,0.008100000000000003,0.0815,0.149,0.1203,50,True,2.0023799419403074,96,83,77,0.35,0.00019852,1.365966593931837,3.9217332449277533,0.8074258797450817,0.0003724673813419859,0.0008541214171398961,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_lo_20260505_051213_223513_pid507071.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_model_init,loaded_lr_0.35,0.0583,0.0549,0.0535,0.0013999999999999985,0.0843,0.1862,0.1318,28,True,2.0536016821861267,198,158,125,0.35,0.00019852,1.3731869057824189,3.989278046746023,0.7569963978941535,0.0004951242339668091,0.0009387144180195944,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_loaded_lr_0_35_s3_20260505_051213_204144_pid507072.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,feature_encoder_a12_router_init,global_lr_0.5,0.0721,0.0596,0.0535,0.006100000000000001,0.0875,0.1834,0.1547,50,True,2.068779482841492,102,75,48,1.0,,1.3644488496640343,3.9948196830139366,0.7569963978941535,0.0007643995292639238,0.0014671310901261593,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_gl_20260505_051218_429865_pid507121.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_except_feature_router_init,global_lr_0.5,0.0587,0.0546,0.0535,0.0011000000000000038,0.0773,0.1519,0.1232,48,True,2.1106576720873513,96,83,77,1.0,,1.374966987912164,3.974156118580735,0.7819340537545026,0.00030768968081740483,0.0006858507673325911,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_gl_20260505_051333_662283_pid507273.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,3,full_model_init,global_lr_0.5,0.0863,0.0637,0.0535,0.010200000000000008,0.0858,0.1605,0.1289,63,True,2.02225329005529,198,158,125,1.0,,1.3478689344347465,3.995320079910136,0.7569963978941535,0.0014099578538009424,0.0022081230816088223,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_model_init_global_lr_0_5_s3_20260505_051333_663252_pid507274.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,4,feature_encoder_init,std,0.0829,0.0607,0.0497,0.010999999999999996,0.0847,0.1662,0.1318,38,True,2.0254414332540414,30,27,24,1.0,,1.3748772870341508,3.9578132779304798,0.8625658077029648,0.0007342536483655135,0.0011958964466098011,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_init_std_s4_20260505_051413_469894_pid507374.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,4,group_router_init,std,0.08,0.0588,0.0497,0.009099999999999997,0.0807,0.1547,0.1318,43,True,2.002926466076873,24,24,24,1.0,,1.340658769742311,3.9776357187420763,0.7569963978941535,0.0008666195937891326,0.0015404128619548427,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_group_router_init_std_s4_20260505_051423_660202_pid507443.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,4,feature_encoder_group_router_init,std,0.0771,0.0669,0.0497,0.0172,0.0949,0.1891,0.1547,38,True,2.1029509619662634,54,51,48,1.0,,1.3014331034393183,3.995504668586002,0.7581047381546134,0.002721712539831037,0.006492532896653316,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_group_router_init__20260505_051533_590117_pid507563.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,4,feature_encoder_a12_router_init,std,0.0771,0.0669,0.0497,0.0172,0.0949,0.1891,0.1547,38,True,2.028557821323997,102,75,48,1.0,,1.3014331034393183,3.995504668586002,0.7581047381546134,0.002721712539831037,0.006492532896653316,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_feature_encoder_a12_router_init_st_20260505_051548_915536_pid507615.json
transfer,retail_rocket_to_beauty,,pair,retail_rocket,beauty,shared_6,4,full_except_feature_router_init,std,0.0523,0.0499,0.0497,0.0001999999999999988,0.0809,0.1862,0.149,23,True,2.079461128815361,96,83,77,1.0,,1.3536100612184816,3.8195489543444903,0.9817123857024106,0.00047966899674094655,0.0012896416361252087,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/beauty_FeaturedMoE_N3_ai502_real_t_retail_rocket_to_beauty_shared_6_full_except_feature_router_init_st_20260505_051603_689638_pid507668.json
