dataset,split,tier,group,available_sessions,selected_sessions,quota,selection_score_mean,selection_score_median,selection_score_min,selection_score_max,core_score_mean,balance_score_mean
retail_rocket,valid,permissive,memory_minus,3225,1606,1606,0.8285238284470005,0.8075,0.793333333339,0.94900262527,0.9437340157193973,0.17566610057008591
retail_rocket,valid,permissive,focus_plus,1606,1606,1606,0.8588491476011094,0.858770546555,0.8558064516124,0.861992575946,1.0,0.058994317340730136
retail_rocket,valid,permissive,focus_minus,22050,1606,1606,0.320429144490115,0.31539376424699994,0.1278829808799999,0.8253103829899999,0.29507617904842837,0.49187670152431257
retail_rocket,valid,permissive,tempo_plus,5303,1606,1606,0.6046409801539544,0.6013385378177498,0.5865047123716666,0.7186320113816667,0.7023524933652606,0.0530823024268684
retail_rocket,valid,permissive,tempo_minus,4861,1606,1606,0.7194632599061119,0.7061847713616667,0.6927055025283333,0.8322368475076667,0.8190437741814445,0.17734171316541886
retail_rocket,valid,permissive,exposure_plus,5014,1606,1606,0.5730423833569025,0.5645018085658333,0.5623997297083333,0.6967585351783333,0.6609481102633044,0.07602276663895723
retail_rocket,valid,permissive,exposure_minus,6320,1606,1606,0.5281972390941435,0.5182285232033332,0.5105653409783333,0.6472613759786666,0.6004164635958883,0.12810005351547074
retail_rocket,valid,pure,memory_plus,6112,1341,1341,0.68857192817605,0.680000000017,0.595,0.8430612244831,0.8057150827023534,0.02810946413269351
retail_rocket,valid,pure,memory_minus,1341,1341,1341,0.8485512576800538,0.8257142857069999,0.8075000000068,0.9884256704241,0.9683366475215839,0.16976738191138305
retail_rocket,valid,pure,focus_plus,20295,1341,1341,0.9756569955992818,0.97305170207,0.969755102044,0.99737041578,1.0,0.8377133039952119
retail_rocket,valid,pure,focus_minus,1626,1341,1341,0.6967567783246261,0.6919251472769999,0.5433778238968999,0.877175532016,0.7678910088161447,0.36943398870994526
retail_rocket,valid,pure,tempo_plus,5645,1341,1341,0.8166644813797677,0.8162186483475,0.7766484331358334,0.9436242127032166,0.9573487985806547,0.02158253006633358
retail_rocket,valid,pure,tempo_minus,5946,1341,1341,0.8442067084865124,0.83672632384,0.8271866064466666,0.9555316916896668,0.969365957376162,0.16218610906430422
retail_rocket,valid,pure,exposure_plus,4511,1341,1341,0.7484171540039322,0.7496399793749999,0.6996474187549999,0.7905239630583333,0.8800198087063883,0.0027316575022520505
retail_rocket,valid,pure,exposure_minus,7221,1341,1341,0.6302429134640466,0.6237136175166333,0.6127062323033334,0.7367810967600001,0.7251402751841287,0.10720848002627342
