file,phase,run_id,best_valid_mrr20,best_valid_hr10,best_valid_test_mrr20,best_valid_test_hr10,n_trials
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c1_20260316_193448_679113_pid11645.json,P4,r_shared_moe_stage_c1_20260316_193448_679113_pid11645,0.0809,0.1149,0.1613,0.1887,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_12e_dense_c1_20260316_223226_113061_pid12489.json,P4,k_12e_dense_c1_20260316_223226_113061_pid12489,0.0809,0.1149,0.1619,0.1884,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c1_20260317_002002_960923_pid13040.json,P4,k_group_dense_c1_20260317_002002_960923_pid13040,0.0809,0.1148,0.1615,0.1893,7
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s3_20260317_193715_847967_pid289652.json,P6,p6_cand_b_s3_20260317_193715_847967_pid289652,0.0809,0.1145,0.1619,0.1898,15
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m4_20260317_230947_086647_pid290281.json,P6,p6_spec_a_m4_20260317_230947_086647_pid290281,0.0809,0.1155,0.1609,0.1884,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,P1,n30b_20260314_064031_061372_pid264379,0.0808,0.1145,0.1609,0.1871,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c2_20260316_193303_144679_pid11623.json,P1,r_shared_moe_stage_c2_20260316_193303_144679_pid11623,0.0808,0.1143,0.1604,0.1877,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c4_20260317_015732_431269_pid38089.json,P1,k_group_top2_c4_20260317_015732_431269_pid38089,0.0808,0.1149,0.1621,0.1897,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071.json,P6,p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071,0.0808,0.1152,0.1614,0.1896,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306.json,P6,p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306,0.0808,0.1141,0.1618,0.1888,5
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/N30B/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,P1,n30b_20260314_064031_061372_pid264379,0.0808,0.1145,0.1609,0.1871,20
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c2_20260316_193303_144679_pid11623.json,P4,r_shared_moe_stage_c2_20260316_193303_144679_pid11623,0.0808,0.1143,0.1604,0.1877,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c4_20260317_015732_431269_pid38089.json,P4,k_group_top2_c4_20260317_015732_431269_pid38089,0.0808,0.1149,0.1621,0.1897,7
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071.json,P6,p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071,0.0808,0.1152,0.1614,0.1896,5
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306.json,P6,p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306,0.0808,0.1141,0.1618,0.1888,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30d_20260314_082256_330401_pid264771.json,P1,n30d_20260314_082256_330401_pid264771,0.0807,0.1142,0.1599,0.1845,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,P1,l08_20260314_121737_509544_pid271080,0.0807,0.1119,0.161,0.1855,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_f03_20260314_210749_121806_pid388631.json,P2,pa_f03_20260314_210749_121806_pid388631,0.0807,0.1145,0.1617,0.1886,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc05_20260315_025003_514841_pid398558.json,P2,pc05_20260315_025003_514841_pid398558,0.0807,0.1148,0.1619,0.1896,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd03_20260315_045450_244932_pid399056.json,P2,pd03_20260315_045450_244932_pid399056,0.0807,0.1141,0.1602,0.1847,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd10_20260315_062710_492570_pid399402.json,P2,pd10_20260315_062710_492570_pid399402,0.0807,0.1141,0.1616,0.1889,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010.json,P1,r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010,0.0807,0.1146,0.1605,0.1883,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149.json,P1,r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149,0.0807,0.1139,0.1609,0.1871,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c2_20260316_185952_965067_pid11346.json,P1,r_shared_moe_global_c2_20260316_185952_965067_pid11346,0.0807,0.1154,0.1605,0.1882,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c2_20260316_200744_557011_pid11750.json,P1,r_shared_moe_warmup_c2_20260316_200744_557011_pid11750,0.0807,0.1136,0.161,0.1886,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c1_20260316_201620_853780_pid11785.json,P1,r_shared_moe_warmup_c1_20260316_201620_853780_pid11785,0.0807,0.1141,0.1612,0.1881,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c4_20260316_203118_669589_pid11932.json,P1,r_shared_moe_warmup_c4_20260316_203118_669589_pid11932,0.0807,0.1147,0.1616,0.1895,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c1_20260317_012931_931591_pid27593.json,P1,k_group_top2_c1_20260317_012931_931591_pid27593,0.0807,0.1151,0.1606,0.1883,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c3_20260317_020008_150099_pid39010.json,P1,k_group_top1_c3_20260317_020008_150099_pid39010,0.0807,0.1153,0.1617,0.1893,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c2_20260317_020218_805584_pid40160.json,P1,k_groupignore_global6_c2_20260317_020218_805584_pid40160,0.0807,0.1146,0.1617,0.1895,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c1_20260317_020309_385877_pid40410.json,P1,k_groupignore_global6_c1_20260317_020309_385877_pid40410,0.0807,0.1154,0.1614,0.188,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f_feat_feature_only_c4_20260317_032511_638577_pid78050.json,P1,f_feat_feature_only_c4_20260317_032511_638577_pid78050,0.0807,0.1144,0.162,0.1893,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s1_20260317_175227_272959_pid289469.json,P6,p6_cand_b_s1_20260317_175227_272959_pid289469,0.0807,0.1136,0.1619,0.1895,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s2_20260317_192506_267731_pid289626.json,P6,p6_cand_b_s2_20260317_192506_267731_pid289626,0.0807,0.1143,0.1621,0.1899,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_base_b4_20260317_213853_434816_pid289891.json,P6,p6_base_b4_20260317_213853_434816_pid289891,0.0807,0.1144,0.1617,0.1883,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_base_b7_20260317_225119_028794_pid290224.json,P6,p6_base_b7_20260317_225119_028794_pid290224,0.0807,0.1144,0.1617,0.1889,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m0_20260317_230637_854572_pid290257.json,P6,p6_spec_b_m0_20260317_230637_854572_pid290257,0.0807,0.1141,0.162,0.1893,5
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/N30D/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30d_20260314_082256_330401_pid264771.json,P1,n30d_20260314_082256_330401_pid264771,0.0807,0.1142,0.1599,0.1845,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/L08/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,P1,l08_20260314_121737_509544_pid271080,0.0807,0.1119,0.161,0.1855,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_f03_20260314_210749_121806_pid388631.json,P2,pa_f03_20260314_210749_121806_pid388631,0.0807,0.1145,0.1617,0.1886,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PD03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd03_20260315_045450_244932_pid399056.json,P2,pd03_20260315_045450_244932_pid399056,0.0807,0.1141,0.1602,0.1847,15
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PD10/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd10_20260315_062710_492570_pid399402.json,P2,pd10_20260315_062710_492570_pid399402,0.0807,0.1141,0.1616,0.1889,15
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC05/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc05_20260315_025003_514841_pid398558.json,P2,pc05_20260315_025003_514841_pid398558,0.0807,0.1148,0.1619,0.1896,20
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010.json,P4,r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010,0.0807,0.1146,0.1605,0.1883,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149.json,P4,r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149,0.0807,0.1139,0.1609,0.1871,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c2_20260316_185952_965067_pid11346.json,P4,r_shared_moe_global_c2_20260316_185952_965067_pid11346,0.0807,0.1154,0.1605,0.1882,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c2_20260316_200744_557011_pid11750.json,P4,r_shared_moe_warmup_c2_20260316_200744_557011_pid11750,0.0807,0.1136,0.161,0.1886,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c1_20260316_201620_853780_pid11785.json,P4,r_shared_moe_warmup_c1_20260316_201620_853780_pid11785,0.0807,0.1141,0.1612,0.1881,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c4_20260316_203118_669589_pid11932.json,P4,r_shared_moe_warmup_c4_20260316_203118_669589_pid11932,0.0807,0.1147,0.1616,0.1895,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c1_20260317_012931_931591_pid27593.json,P4,k_group_top2_c1_20260317_012931_931591_pid27593,0.0807,0.1151,0.1606,0.1883,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c3_20260317_020008_150099_pid39010.json,P4,k_group_top1_c3_20260317_020008_150099_pid39010,0.0807,0.1153,0.1617,0.1893,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c2_20260317_020218_805584_pid40160.json,P4,k_groupignore_global6_c2_20260317_020218_805584_pid40160,0.0807,0.1146,0.1617,0.1895,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c1_20260317_020309_385877_pid40410.json,P4,k_groupignore_global6_c1_20260317_020309_385877_pid40410,0.0807,0.1154,0.1614,0.188,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/F/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f_feat_feature_only_c4_20260317_032511_638577_pid78050.json,P4,f_feat_feature_only_c4_20260317_032511_638577_pid78050,0.0807,0.1144,0.162,0.1893,7
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s1_20260317_175227_272959_pid289469.json,P6,p6_cand_b_s1_20260317_175227_272959_pid289469,0.0807,0.1136,0.1619,0.1895,15
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s2_20260317_192506_267731_pid289626.json,P6,p6_cand_b_s2_20260317_192506_267731_pid289626,0.0807,0.1143,0.1621,0.1899,15
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_base_b4_20260317_213853_434816_pid289891.json,P6,p6_base_b4_20260317_213853_434816_pid289891,0.0807,0.1144,0.1617,0.1883,5
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_base_b7_20260317_225119_028794_pid290224.json,P6,p6_base_b7_20260317_225119_028794_pid290224,0.0807,0.1144,0.1617,0.1889,5
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m0_20260317_230637_854572_pid290257.json,P6,p6_spec_b_m0_20260317_230637_854572_pid290257,0.0807,0.1141,0.162,0.1893,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_a06_20260314_071000_115512_pid264499.json,P1,a06_20260314_071000_115512_pid264499,0.0806,0.1137,0.1616,0.1895,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791.json,P1,l01_20260314_082344_454756_pid264791,0.0806,0.1141,0.1614,0.1895,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f01_20260314_110034_723216_pid265232.json,P1,f01_20260314_110034_723216_pid265232,0.0806,0.114,0.1619,0.1895,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f03_20260314_121358_167904_pid270497.json,P1,f03_20260314_121358_167904_pid270497,0.0806,0.1139,0.1619,0.1888,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s01_20260314_135939_821663_pid283697.json,P1,s01_20260314_135939_821663_pid283697,0.0806,0.1151,0.1602,0.1879,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa01_20260314_180138_729727_pid385343.json,P2,pa01_20260314_180138_729727_pid385343,0.0806,0.1147,0.1612,0.19,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc04_20260315_015140_260914_pid398395.json,P2,pc04_20260315_015140_260914_pid398395,0.0806,0.1147,0.1617,0.1891,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c4_20260316_164842_277107_pid10183.json,P1,r_base_c4_20260316_164842_277107_pid10183,0.0806,0.1142,0.1615,0.1888,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030.json,P1,r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030,0.0806,0.1141,0.1612,0.1892,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c1_20260316_190538_931410_pid11413.json,P1,r_shared_moe_global_c1_20260316_190538_931410_pid11413,0.0806,0.1145,0.1608,0.1865,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c4_20260316_195522_408248_pid11713.json,P1,r_shared_moe_stage_c4_20260316_195522_408248_pid11713,0.0806,0.114,0.1609,0.1874,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c4_20260317_003856_349993_pid13086.json,P1,k_group_dense_c4_20260317_003856_349993_pid13086,0.0806,0.1142,0.1618,0.1898,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c1_20260317_005805_538658_pid13425.json,P1,k_group_top1_c1_20260317_005805_538658_pid13425,0.0806,0.1149,0.1607,0.1882,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c3_20260317_023736_060380_pid53262.json,P1,k_group_top2_c3_20260317_023736_060380_pid53262,0.0806,0.1153,0.1617,0.1895,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c4_20260317_024136_994551_pid55001.json,P1,k_groupignore_global6_c4_20260317_024136_994551_pid55001,0.0806,0.1143,0.1617,0.1892,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f_feat_injection_only_c3_20260317_035417_654766_pid89434.json,P1,f_feat_injection_only_c3_20260317_035417_654766_pid89434,0.0806,0.1139,0.1616,0.1903,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m1_20260317_234737_524461_pid290437.json,P6,p6_spec_b_m1_20260317_234737_524461_pid290437,0.0806,0.1144,0.1619,0.1895,5
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/A06/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_a06_20260314_071000_115512_pid264499.json,P1,a06_20260314_071000_115512_pid264499,0.0806,0.1137,0.1616,0.1895,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/L01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791.json,P1,l01_20260314_082344_454756_pid264791,0.0806,0.1141,0.1614,0.1895,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/F01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f01_20260314_110034_723216_pid265232.json,P1,f01_20260314_110034_723216_pid265232,0.0806,0.114,0.1619,0.1895,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/F03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f03_20260314_121358_167904_pid270497.json,P1,f03_20260314_121358_167904_pid270497,0.0806,0.1139,0.1619,0.1888,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/S01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s01_20260314_135939_821663_pid283697.json,P1,s01_20260314_135939_821663_pid283697,0.0806,0.1151,0.1602,0.1879,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa01_20260314_180138_729727_pid385343.json,P2,pa01_20260314_180138_729727_pid385343,0.0806,0.1147,0.1612,0.19,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc04_20260315_015140_260914_pid398395.json,P2,pc04_20260315_015140_260914_pid398395,0.0806,0.1147,0.1617,0.1891,20
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c4_20260316_164842_277107_pid10183.json,P4,r_base_c4_20260316_164842_277107_pid10183,0.0806,0.1142,0.1615,0.1888,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030.json,P4,r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030,0.0806,0.1141,0.1612,0.1892,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c1_20260316_190538_931410_pid11413.json,P4,r_shared_moe_global_c1_20260316_190538_931410_pid11413,0.0806,0.1145,0.1608,0.1865,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c4_20260316_195522_408248_pid11713.json,P4,r_shared_moe_stage_c4_20260316_195522_408248_pid11713,0.0806,0.114,0.1609,0.1874,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c4_20260317_003856_349993_pid13086.json,P4,k_group_dense_c4_20260317_003856_349993_pid13086,0.0806,0.1142,0.1618,0.1898,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c1_20260317_005805_538658_pid13425.json,P4,k_group_top1_c1_20260317_005805_538658_pid13425,0.0806,0.1149,0.1607,0.1882,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c3_20260317_023736_060380_pid53262.json,P4,k_group_top2_c3_20260317_023736_060380_pid53262,0.0806,0.1153,0.1617,0.1895,7
