dataset,model,base_rank,base_tag,split,metric,value,result_json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,valid,mrr@5,0.0156,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,valid,mrr@10,0.0168,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,valid,mrr@20,0.0183,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,hit@5,0.3494,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,hit@10,0.3684,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,hit@20,0.3852,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,ndcg@5,0.3412,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,ndcg@10,0.3474,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,ndcg@20,0.3516,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,mrr@5,0.3386,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,mrr@10,0.3411,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,4,kuaireclargestrictposv2_0_2_top04_23090_results,test,mrr@20,0.3423,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,hit@5,0.3019,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,hit@10,0.3678,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,hit@20,0.4198,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,ndcg@5,0.2187,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,ndcg@10,0.2404,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,ndcg@20,0.2535,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,mrr@5,0.1911,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,mrr@10,0.2003,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,valid,mrr@20,0.2039,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,hit@5,0.2566,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,hit@10,0.3221,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,hit@20,0.3765,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,ndcg@5,0.1847,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,ndcg@10,0.2059,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,ndcg@20,0.2197,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,mrr@5,0.161,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,mrr@10,0.1697,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,1,foursquare_top01_rfmoe,test,mrr@20,0.1736,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,hit@5,0.3042,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,hit@10,0.3629,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,hit@20,0.4164,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,ndcg@5,0.2226,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,ndcg@10,0.2417,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,ndcg@20,0.2553,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,mrr@5,0.1957,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,mrr@10,0.2036,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,valid,mrr@20,0.2074,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,hit@5,0.255,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,hit@10,0.3197,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,hit@20,0.3785,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,ndcg@5,0.1815,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,ndcg@10,0.2025,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,ndcg@20,0.2173,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,mrr@5,0.1571,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,mrr@10,0.1658,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,2,foursquare_top02_rfmoe,test,mrr@20,0.1698,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,hit@5,0.2955,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,hit@10,0.3644,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,hit@20,0.4209,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,ndcg@5,0.2145,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,ndcg@10,0.2369,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,ndcg@20,0.2514,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,mrr@5,0.1876,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,mrr@10,0.1969,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,valid,mrr@20,0.201,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,hit@5,0.2546,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,hit@10,0.3225,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,hit@20,0.3753,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,ndcg@5,0.1814,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,ndcg@10,0.2032,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,ndcg@20,0.2165,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,mrr@5,0.1571,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,mrr@10,0.1661,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,3,foursquare_top03_23090_results,test,mrr@20,0.1698,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,hit@5,0.3034,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,hit@10,0.373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,hit@20,0.4242,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,ndcg@5,0.2198,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,ndcg@10,0.2422,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,ndcg@20,0.2551,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,mrr@5,0.192,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,mrr@10,0.2012,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,valid,mrr@20,0.2048,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,hit@5,0.255,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,hit@10,0.3241,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,hit@20,0.3745,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,ndcg@5,0.1798,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,ndcg@10,0.2021,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,ndcg@20,0.2149,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,mrr@5,0.155,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,mrr@10,0.1642,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
foursquare,featured_moe_n3,4,foursquare_top04_23090_results,test,mrr@20,0.1677,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_111743_434154_pid377519.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,hit@5,0.3584,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,hit@10,0.381,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,hit@20,0.4041,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,ndcg@5,0.3232,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,ndcg@10,0.3305,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,ndcg@20,0.3363,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
